wilayah,kecamatan,kelurahan,nama_mini_market,nama_pemilik,alamat,luas_efektif_usaha,nomor_siup,nomor_tdp,nomor_uug,nomor_domisili,nomor_imb,nomor_slf,izin_operasional,jam_buka,jam_tutup,status_kepemilikan,jarak_dengan_pasar_tradisional,keterangan,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Bojong Raya II  RT.013/04,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Bojong Raya RT.004/04,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfamart,PT. Sumber Alfaria Trijaya,Jl Ruko Bojong Permai  RT.001 RW 04,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Carina Sayang RW. 012,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,205/9/JB/2008,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Indomaret,PT. Indomarco Prismatama,Jl Jagung Raya No 20 RT.013/08,120 M,00254-02/PB/ P/1.824.271,09.02.5.47.34221 Tgl. 25/10/ 2013,211/V/JB/ 2010 Tgl. 07/05/ 2010,204/1.824. 15/VI/2014 Tgl. 14/07/ 2014,06625/ IMB/2000,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Indomaret,PT. Indomarco Prismatama,Jl Bojong Raya No. 37 RT. 001 RW 04,120 M,00254-02/PB/ P/1.824.271,09.02.5.47.34242 Tgl. 25/10/ 2013,550/10/JB/ 2014,203/1.824. 15/VI/2014 Tgl. 14/07/ 2014,4218/IMB-PG/1984,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Indomaret,PT. Indomarco Prismatama,Jl Pakis Raya Blok E No. 14-15  RW 07,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,70/I/DU/JB/7/2014 Tgl. 21/07/ 2014,205/1.824.15/VI/2014 Tgl. 14/07/ 2014,8029/IMB/1989,,,'07.00,'22.00,Sewa,< 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Indomaret,PT. Indomarco Prismatama,Jl Rawa Buaya RT.003/01,120 M,00254-02/PB/ P/1.824.271,09.02.5.47.34289 Tgl. 25/10/ 2013,69/I/DU/JB/7/2014 Tgl. 21/07/ 2014,140/1.824. 15 Tgl. 10/04/ 2014,,,4705/ -1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Kpd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Indomaret,PT. Indomarco Prismatama,Jl. Outer Ring Road RT. 014 RW. 04,140 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,302/6/JB/2014 Tgl. 18/06/ 2014,156/1.824. 15 Tgl. 23/04/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Indomaret,PT. Indomarco Prismatama,Jl. Bojong Raya RT.005/04,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,13986/ IMB/2013,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Indomaret,PT. Indomarco Prismatama,Jl. Belimbing  2A & 2B RT. 008/05,130 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,1062/12/JB/ 2013 Tgl. 13/12/ 2013,487/1.824. 15/X/2014 Tgl. 17/11/ 2014,14772/ IMB/2012,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Alfa Midi,PT. Midi Utama Indonesia,Jl. Pakis Raya No. 09-13 RT.002/07,100 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,8029/IMB/1987,,,'07.00,'22.00,Sewa,< 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Rawa Buaya,MOR,PT. Moradi ,Jl. Lingkar Luar Barat Kav. 35-36 RT.002/03 (OT),120 M,06441-03/ PM/1.824.271 Tgl. 03/05/ 2013,09.02.1.46.41043 Tgl. 07/05/ 2013,182/3/JB/2013 Tgl. 15/03/ 2013,80/1.824.15 Tgl. 06/03/ 2013,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Rawa Buaya,Toko Martin,,Jl. Carina Sayang RW.010,120 M,,,,,,,,'07.00,'22.00,,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kedaung Kaliangke,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kristal RT.016/07,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kedaung Kaliangke,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Daan Mogot KM 11 RT.003/03,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kedaung Kaliangke,Indomaret,PT. Indomarco Prismatama,Jl. Komp. Green Mansion RT.001/05,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Kedaung Kaliangke,Indomaret,PT. Indomarco Prismatama,Jl. Daan Mogot KM 10 Kp. Kalimati RT.013/03,120 M,00254-02/PB/ P/1.824.271,09.01.1.46.02196,541/10/JB/ 2014 Tgl. 24/10/ 2014,102/1.824. 1/2014 Tgl. 04/07/ 2014,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Cengkareng,Kedaung Kaliangke,DC Minimarket,,Cassa Jardin RW.09,100 M,,,,,,,,'07.00,'22.00,,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Cengkareng,Kedaung Kaliangke,Circle K,PT. Circleka Indonesia Utama,Jl. Daan Mogot,100 M,00012-05/ PB/P/1.824. 271 Tgl. 27/08/ 2010,09.04.1.46.30753,,,,,,'07.00,'22.00,Sewa,> 500 M,Kkt/ Kpd,,
Jakarta Barat,Taman Sari,Maphar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Hayam Wuruk No. 120 G-H RT.010/09,180 M,0025/PB/VII/ BPPT/2011,09.02.5.47. 33947,190/I/DU/JB/ 11/2011,037/1.824.1/10,,,3743/-1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Hayam Wuruk No. 110 D,180 M,0025/PB/VII/  BPPT/2011,30.06.1.46.01725,264/10/JB/ 2009,,16485/IMB-PG/85,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Mangga Besar Raya,160 M,0025/PB/VII/   BPPT/2011,30.06.1.46.01725,561/7/JB/ 2013,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Hayam Wuruk No. 95 A RT.009/05,180 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33946,154/VIII/JB/ 2008,166/1.824.1/12,,,3743/-1.824.26 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kebon Jeruk IX No. 12 F RT.002/05,160 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Taman Sari,Maphar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Sukarjo Wiryopranoto 101 RT.010/03,140 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,236/5/JB/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Alfamart,PT. Sumber Alfaria Trijaya,Kebon Jeruk IX No. 42,160 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,195/4/JB/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Taman Sari,Maphar,Indomaret,PT. Indomarco Prismatama, JL. Hayam Wuruk III RT.010/04  ,180 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,1049/12/JB/ 2013,,,,,'24 Jam,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Indomaret,PT. Indomarco Prismatama, Jl. Hayam Wuruk No. 120 H  ,180 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34308,209/V/JB/ 2010 Tgl. 7-5- 2010,369/1.824.1/13 Tgl. 13/12/2013,29 Des 1965,,4705/-1.824.26 Tgl. 31-08-2012,'24 Jam,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Indomaret,PT. Indomarco Prismatama, Jl. Sukarjo Wiryopranoto No. 29 ,180 M,00254-02/ PB /P/1.824. 271,09.01.1.46.92196,555/10/JB/ 2012,,,,,'07.00 ,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Maphar,Indomaret,PT. Indomarco Prismatama, Jl. Kebon Jeruk IX No.18 - 18 A RT.012/005 ,160 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,1050/12/JB/ 2013 Tgl. 13/12/ 2013,,,,,'07.00 ,'22.00,Sewa,> 500 M,WSN,,
Jakarta Barat,Taman Sari,Maphar,Indomaret,PT. Indomarco Prismatama, Jl. Sukarjo Wiryopranoto No. 91 RT. 010/03 ,160 M,00254-02/PB/P/1.824.271,09.01.1.46.92196,432/9/JB/ 2014 Tgl. 5-9- 2014,174/1.824.1/14 Tgl. 17/5/2014,,,,'07.00 ,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Tangki,Alfamart,PT. Sumber Alfaria Trijaya,Mangga Besar 7 RT.001/02,105 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Tangki,Alfamart,PT. Sumber Alfaria Trijaya,Mangga Besar Raya RT.001/02,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,19/1/JB/2007,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Tangki,Alfamart,PT. Sumber Alfaria Trijaya,Mangga Besar IX No. 105 RT.04/01,90 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33945,353/XII/JB/ 2006,53/1.824.1 Tgl. 7/06/2012,,,3743/-1.824.26 Tgl. 29-06-2012,'24 Jam ,'24 jam,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Tangki,Alfamart,PT. Sumber Alfaria Trijaya,THR Lokasari RT.002/02,120 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Tangki,Indomaret,PT. Indomarco Prismatama,Mangga Besar Raya No. 67 A  RT.001/02,88 M,00254-02/ PB/P/1.824. 271,09.02.5.47. 34248,491/11/JB/ 2011 Tgl. 18-10-2011,91 / 1.824.1 Tgl. 06/08/2014,311/IB/HG,3621/1.821.271,4705/-1.824.26 Tgl. 31-08-2012,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Tangki,Indomaret ,PT. Indomarco Prismatama,Mangga Besar Raya RT.001/02,140 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,354/5/JB/ 2013,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Tangki,Indomaret,PT. Indomarco Prismatama,Badilah No. 6-6A RT.05/05,86 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34248 25/10/2013,62/I/JB/2013 Tgl. 29/01/2013,149/1.824/14 Tgl. 09/12/2014,05987/IMB/2005 Tgl. 21/06/ 2005,,,'24 Jam ,'24 jam,Sewa,> 500 M,Wsn,,
Jakarta Barat,Taman Sari,Tangki,Mort Mart,,THR Lokasari RT.002/02,140 M,,,,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,Wsn,,
Jakarta Barat,Taman Sari,Taman Sari,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Mangga Besar VII No. 68 C RT.007/01,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,0019/I/JB/ 2007,51/1.824.1,,,3743/-1.824.16 Tgl. 29-06-2012,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Taman Sari,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Mangga Besar VIII No. 120,180 M,0025/PB/VII/ BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'24.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Taman Sari,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Mangga Besar VIII No. 10 C,160 M,0025/PB/VII/ BPPT/2011,09.02.5.47. 33956,288/X/JB/ 2009,142/1.824.1 Tgl. 04/06/2012,,,3743/-1.824.16 Tgl. 29-06-2012,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Taman Sari,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Mangga Besar No. 68 B & 68 C ,110 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,176/IX/JB/ 2009,153/1.824.1,,,3743/-1.824.16 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Taman Sari,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Mangga Besar VI Sltn,160 M,0025/PB/VII/BPPT/2011,30.06.1.46. 01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Taman Sari,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar II No. 7 RT.001/02,200 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34298 Tgl. 25/10/2013,363/5/JB/ 2013 Tgl. 10/05/ 2013,352/1.824.1 Tgl. 31/12/2013,23499/IMB/1994,,4705/-1.824.26 Tgl. 31-08-2012,'24 Jam ,'24 jam,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Taman Sari,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar VI Sltn No. 27 RT.001/04,160 M,09867-03/ PM/ 1.824. 271 Tgl. 14/10/2014,"09,02,3,46,13250 Tgl. 14/10/2014",463/5/JB/ 2013,204/1.824.1 Tgl. 25/09/2014,10826/IMB/2002 Tgl. 25/11/ 2002,,4705/-1.824.26 Tgl. 31-08-2012,'24 Jam ,'24 jam,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Taman Sari,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar Raya No. 50 RT.001/02,117 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,704/12/JB/ 2014 Tgl. 17/12/ 2014,199 / 1.824.1 Tgl. 26/06/2014,,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Taman Sari,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar IV No.43 RT.007.02,135 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,138/4/JB/ 2014 Tgl. 01/04/2014,03/1.824.1 Tgl. 23/12/2013,,,,'24 Jam ,'24 jam,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Taman Sari,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar IV    Sltn,140 M,00254-02/ PB/P/1.824. 271,09.01.1.46. 92196,,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Taman Sari,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar VIII/11 GG RT.011/01,140 M,00254-02/ PB/P/1.824. 271,"09,02,3,51,10060 Tgl. 21/04/ 2009", 78/IV/JB/ 2009 Tgl. 24/04/ 2009 ,136/1.824.1 Tgl. 25/05/2012,02436/IMB/1989 Tgl. 03/04/1989,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'23.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Taman Sari,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar VI/Utr No. 2 RT.009/01,180 M,00254-02/ PB/P/1.824. 271,09.02.3.46.12927 Tgl. 10/04/2014,164/4/JB/ 2014 Tgl. 14/04/ 2014,53/1.824.1 Tgl. 06/03/2014,,,,'07.00,'24.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Taman Sari,Circle K,PT. Circleka Indonesia Utama,Jl. Mangga Besar VIII No. 9 D RT.013/01,140 M,00012-05/ PB/P/1.824. 271,09.04.1.46.30753,103/3/JB/ 2014 Tgl. 10/03/ 2014,,,,,'24 Jam ,'24 jam,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Glodok,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kemenangan III No. 43 RT.010/02,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,235/I/DU/JB/11/2011,059/1.024/012,,,3743/-1.824.16 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Taman Sari,Glodok,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Keadilan II RT.006/05,150 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,354/12/JB/ 2006,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Taman Sari,Glodok,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kemenagan III RT.001/02,125 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Taman Sari,Glodok,Indomaret,PT. Indomarco Prismatama,Jl. Gajah Mada No. 218 RT.001/01,60 M,00254-02/ PB/P/1.824. 271,09.02.5.47. 34303 Tgl. 25/10/ 2013,702/12/JB/ 2014 Tgl. 17/12/ 2014,088 / 1.024 / 014 Tgl. 04/08/ 2014,5996/IMB/1976 Tgl. 19/11/ 1976,,4705/-1.824.26 Tgl. 31-08-2012,'24 Jam ,',Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Pangeran Jayakarta No. 45 Komp. Kota Indah  RT.001/02,150 M,0025/PB/VII/ BPPT/2011,09.02.5.47.33944,35/2/JB/2010,286/1.751.21/ 12,,,3743/-1.824.16 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Mangga Dua Raya,150 M,0025/PB/VII/ BPPT/2011,09.02.5.47.34439,563/7/JB/ 2013,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Alfamart,PT. Sumber Alfaria Trijaya,Jl Pintu Besar Utara No. 31 RT.004/06 (Taman Fatahillah),200 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Stasiun Kota RW.06,80 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Dua Raya No. 59 RT.006/04,100 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,509/6/JB/ 2013 Tgl. 19/06/ 2013,611/1.751.21/ 13 Tgl. 31/12/ 2013,8662/IMB/ 2012,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Indomaret,PT. Indomarco Prismatama,Jl. Taman Fatahillah No. 19 RT.004/06,100 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34304 Tgl. Tgl. 25/10/ 2013,644/1/jb/ 2011 Tgl. 03/01/ 2011,295/1.751.21/ 14 Tgl. 05/08/2014,9577/imb/ 2007,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Indomaret,PT. Indomarco Prismatama,Jl. P. Jayakarta No. 59 RT.002/02,100 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34307 Tgl. 25/10/ 2013,451/9/JB/ 2012 Tgl. 13/09/ 2012,337/1.751.21/ 13 Tgl. 19/07/2013,2247/IMB/ 1995 Tgl. 02/03/ 1995,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Taman Sari,Pinangsia,Indomaret,PT. Indomarco Prismatama,Jl. Stasiun Kota Jalur 12 RW.06,50 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34247 Tgl. 25/10/ 2013,507/6/JB/ 2013 Tgl. 19/06/ 2013,610/1.751.21/ 13 Tgl. 31/12/2013,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Indomaret,PT. Indomarco Prismatama,Jl. Stasiun Kota Jalur 1 RW.06,50 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,511/6/JB/ 2013 Tgl. 19/06/ 2013,604/1.751.21/ 13 Tgl. 23/12/2013,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Pinangsia,Alfa Midi,PT. Midi Utama Indonesia,Jl. P. Jayakarta No. 4 RT.001/01,100 M,0032/PB/VII/BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,,,,'07.00,'22.00,Sewa,> 500 M,Wkt/ Wdg,,
Jakarta Barat,Taman Sari,Mangga Besar,Indomaret,PT. Indomarco Prismatama,Jl. Mangga Besar V 1B No. 2 RT.003/03,180 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34301 Tgl. 25/10/ 2013,22/1/JB/2014 tgl. 24/1/2014,288/1.824.1/12 Tgl. 23/07/2013,17399/ IMB/94 Tgl. 2/5/ 1998,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Taman Sari,Mangga Besar,Indomaret,PT. Indomarco Prismatama,Jl. Labu Dalam No. 52 B RT.008/04,160 M,00254-02/ PB/P/1.824. 271,09.02.5.47.34299 Tgl. 25/10/ 2013,64/1/JB/2013 Tgl. 29/1/ 2013,173/1.824.1/14 Tgl. 15/8/2014,,,4705/-1.824.26 Tgl. 31-08-2012,'07.00,'22.00,Sewa,> 500 M,Wkt/Wdg,,
Jakarta Barat,Taman Sari,Mangga Besar,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Hayam Wuruk No. 125 K RT.004/09,160 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Mangga Besar,Lawson,PT. Midi Utama Indonesia,Jl. Mangga Besar Raya No. 5 A-B RT.005/06,180 M,0032/PB/VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Mangga Besar,Circle K,PT. Circleka Indonesia Utama,Jl. Labu 2/1 RT.002/06,120 M,00012-05/ PB/P/1.824. 271 Tgl. 27/08/ 2010,09.04.1.46.30753,367/VII/JB/ 2010 Tgl. 16/07/ 2010,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Keagungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Gajahmada No. 152 RT.002/08,169 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'24 Jam ,'24 jam,Sewa,< 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Keagungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Gajahmada Raya /4 RT.001/05,71 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Keagungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Keamanan Raya       No. 68 A RT.013/03,156 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,297/6/JB/ 2010,022/1.824.1/ 02/10,,,3743/-1.824.16 Tgl. 29-06-2012,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Keagungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kerajinan /24 RT.012/010,150 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,36212/JB/ 2006,,,,,'07.00,'22.00,Sewa,> 500 M,Wsn,,
Jakarta Barat,Taman Sari,Keagungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Keadilan Raya No. 19 RT.001/02,150 M,0025/PB/VII/ BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/KPD,,
Jakarta Barat,Taman Sari,Keagungan,Indomaret,PT. Indomarco Prismatama,Jl. Gajahmada No.149 RT.003/08,150 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,33/I/JB/2012 Tgl. 27/02/ 2012,120 / 1.824.1 / VIII / 2014 Tgl. 04/08/2014,10977/IMB/ 2001 Tgl. 06/12/ 2001,,,'24 Jam ,'24 jam,Sewa,< 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Keagungan,Indomaret,PT. Indomarco Prismatama,Jl. Keamanan No. 36 RT.003/08,180 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,,,,,,'07.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Taman Sari,Keagungan,Indomaret,PT. Indomarco Prismatama,Apart. Mediterania Gajahmada Jl. Gajahmada No. 174 RT.001/05,50 M,00254-02/ PB/P/1.824. 271,09.01.1.46.92196,,,12680/IMB/2006,,,'24 Jam ,'24 jam,Sewa,> 500 M,KKT/ KPD,,
